"","N_iter","ARI","Frobenius_norm","Simulation","Inference","N_seeds","Model"
"281",1000001,0.488283150980376,7324.4035964036,100,"Bayesian",NA,"Bayesian (Pooled)"
"562",1000001,0.501242047435619,7385.87572427572,10,"Bayesian",NA,"Bayesian (Pooled)"
"815",1000001,0.517954651627301,7483.84082584083,11,"Bayesian",NA,"Bayesian (Pooled)"
"1040",1000001,0.306627730988223,8624.26748251748,12,"Bayesian",NA,"Bayesian (Pooled)"
"1265",1000001,0.418709698624709,8386.29695304695,13,"Bayesian",NA,"Bayesian (Pooled)"
"1518",1000001,0.451379006327397,8366.34121434122,14,"Bayesian",NA,"Bayesian (Pooled)"
"1799",1000001,0.474427881249401,7549.38801198801,15,"Bayesian",NA,"Bayesian (Pooled)"
"2080",1000001,0.443813802158659,7655.8973026973,16,"Bayesian",NA,"Bayesian (Pooled)"
"2361",1000001,0.455519675757473,8125.18221778222,17,"Bayesian",NA,"Bayesian (Pooled)"
"2614",1000001,0.425205227513817,7591.51626151626,18,"Bayesian",NA,"Bayesian (Pooled)"
"2867",1000001,0.401937573367447,7655.79975579976,19,"Bayesian",NA,"Bayesian (Pooled)"
"3064",1000001,0.351391114703488,9007.04695304695,1,"Bayesian",NA,"Bayesian (Pooled)"
"3317",1000001,0.524016857021197,7171.62837162837,20,"Bayesian",NA,"Bayesian (Pooled)"
"3598",1000001,0.373263136339656,8590.68111888112,21,"Bayesian",NA,"Bayesian (Pooled)"
"3851",1000001,0.355382605031367,8817.28982128982,22,"Bayesian",NA,"Bayesian (Pooled)"
"4076",1000001,0.455608575845151,7774.33391608392,23,"Bayesian",NA,"Bayesian (Pooled)"
"4357",1000001,0.349863438487979,8378.73606393606,24,"Bayesian",NA,"Bayesian (Pooled)"
"4610",1000001,0.396213304953925,8400.04306804307,25,"Bayesian",NA,"Bayesian (Pooled)"
"4863",1000001,0.295630963800412,9139.02963702964,26,"Bayesian",NA,"Bayesian (Pooled)"
"5144",1000001,0.337743501340898,8216.33366633367,27,"Bayesian",NA,"Bayesian (Pooled)"
"5369",1000001,0.388290982123045,7833.77772227772,28,"Bayesian",NA,"Bayesian (Pooled)"
"5622",1000001,0.520071002043993,7155.36996336996,29,"Bayesian",NA,"Bayesian (Pooled)"
"5875",1000001,0.374951748080691,8596.14896214896,2,"Bayesian",NA,"Bayesian (Pooled)"
"6128",1000001,0.553478657016594,7047.22610722611,30,"Bayesian",NA,"Bayesian (Pooled)"
"6381",1000001,0.398522736950344,7989.2027972028,31,"Bayesian",NA,"Bayesian (Pooled)"
"6662",1000001,0.381982519571426,8425.33606393606,32,"Bayesian",NA,"Bayesian (Pooled)"
"6943",1000001,0.414567197759228,8114.0977022977,33,"Bayesian",NA,"Bayesian (Pooled)"
"7196",1000001,0.30437549879561,8794.20579420579,34,"Bayesian",NA,"Bayesian (Pooled)"
"7449",1000001,0.582069877398847,6836.45021645022,35,"Bayesian",NA,"Bayesian (Pooled)"
"7730",1000001,0.391683959351337,8316.37082917083,36,"Bayesian",NA,"Bayesian (Pooled)"
"7983",1000001,0.340837135389678,8839.42768342768,37,"Bayesian",NA,"Bayesian (Pooled)"
"8264",1000001,0.473521026976711,7535.05074925075,38,"Bayesian",NA,"Bayesian (Pooled)"
"8517",1000001,0.376661956230497,8753.8485958486,39,"Bayesian",NA,"Bayesian (Pooled)"
"8714",1000001,0.450067329561421,7362.69844441273,3,"Bayesian",NA,"Bayesian (Pooled)"
"8995",1000001,0.452310833297639,8073.11208791209,40,"Bayesian",NA,"Bayesian (Pooled)"
"9276",1000001,0.429518869745441,7996.87232767233,41,"Bayesian",NA,"Bayesian (Pooled)"
"9529",1000001,0.512517702599824,8067.82572982573,42,"Bayesian",NA,"Bayesian (Pooled)"
"9782",1000001,0.176932457538921,10998.1065601066,43,"Bayesian",NA,"Bayesian (Pooled)"
"10035",1000001,0.496242197133162,7037.73692973693,44,"Bayesian",NA,"Bayesian (Pooled)"
"10288",1000001,0.424946061828589,8339.57553557554,45,"Bayesian",NA,"Bayesian (Pooled)"
"10541",1000001,0.396185804521016,8558.47286047286,46,"Bayesian",NA,"Bayesian (Pooled)"
"10822",1000001,0.340659692133591,8555.9964035964,47,"Bayesian",NA,"Bayesian (Pooled)"
"11103",1000001,0.587705184983577,6813.14785214785,48,"Bayesian",NA,"Bayesian (Pooled)"
"11384",1000001,0.519745447728188,7426.34325674326,49,"Bayesian",NA,"Bayesian (Pooled)"
"11665",1000001,0.349288068706425,8523.7962037962,4,"Bayesian",NA,"Bayesian (Pooled)"
"11918",1000001,0.396713413227749,7925.93162393162,50,"Bayesian",NA,"Bayesian (Pooled)"
"12199",1000001,0.342805691900507,8840.6973026973,51,"Bayesian",NA,"Bayesian (Pooled)"
"12452",1000001,0.422648877223775,8443.66633366633,52,"Bayesian",NA,"Bayesian (Pooled)"
"12705",1000001,0.423550100986659,7523.28138528139,53,"Bayesian",NA,"Bayesian (Pooled)"
"12930",1000001,0.410731268893688,8105.37762237762,54,"Bayesian",NA,"Bayesian (Pooled)"
"13183",1000001,0.512905735725957,7209.58308358308,55,"Bayesian",NA,"Bayesian (Pooled)"
"13464",1000001,0.413024475668475,7579.09290709291,56,"Bayesian",NA,"Bayesian (Pooled)"
"13661",1000001,0.391323267814452,8242.78378764093,57,"Bayesian",NA,"Bayesian (Pooled)"
"13914",1000001,0.51806227066971,7552.3068043068,58,"Bayesian",NA,"Bayesian (Pooled)"
"14139",1000001,0.15906764580258,11248.0611888112,59,"Bayesian",NA,"Bayesian (Pooled)"
"14392",1000001,0.459625608956248,7955.1191031191,5,"Bayesian",NA,"Bayesian (Pooled)"
"14645",1000001,0.488738023785265,7262.25618825619,60,"Bayesian",NA,"Bayesian (Pooled)"
"14898",1000001,0.364651274320914,8212.15628815629,61,"Bayesian",NA,"Bayesian (Pooled)"
"15179",1000001,0.411390030770883,8047.44255744256,62,"Bayesian",NA,"Bayesian (Pooled)"
"15348",1000001,0.442380664957279,8337.47818847819,63,"Bayesian",NA,"Bayesian (Pooled)"
"15545",1000001,0.363276814102082,8831.89696018267,64,"Bayesian",NA,"Bayesian (Pooled)"
"15770",1000001,0.437238212296918,7576.93806193806,65,"Bayesian",NA,"Bayesian (Pooled)"
"16023",1000001,0.416114901601969,8512.80408480409,66,"Bayesian",NA,"Bayesian (Pooled)"
"16304",1000001,0.347987091745744,8308.4027972028,67,"Bayesian",NA,"Bayesian (Pooled)"
"16557",1000001,0.484880975843953,8080.34165834166,68,"Bayesian",NA,"Bayesian (Pooled)"
"16838",1000001,0.49944672875117,7469.6025974026,69,"Bayesian",NA,"Bayesian (Pooled)"
"17119",1000001,0.420773751182726,8129.37702297702,6,"Bayesian",NA,"Bayesian (Pooled)"
"17400",1000001,0.331805713154521,7962.46413586414,70,"Bayesian",NA,"Bayesian (Pooled)"
"17625",1000001,0.415986419281618,7949.16058941059,71,"Bayesian",NA,"Bayesian (Pooled)"
