"","N_iter","ARI","Frobenius_norm","Simulation","Inference","N_seeds","Model"
"24287",1000001,-0.0133723808279535,18677.2121878122,95,"Bayesian",NA,"Bayesian (Pooled)"
"24540",1000001,-0.000970869614923522,15380.0432900433,96,"Bayesian",NA,"Bayesian (Pooled)"
"24821",1000001,0.006330444091709,17474.9942057942,97,"Bayesian",NA,"Bayesian (Pooled)"
"25102",1000001,0.0510266132450029,12555.4567432567,98,"Bayesian",NA,"Bayesian (Pooled)"
"25355",1000001,-0.00173881998876214,16240.5392385392,99,"Bayesian",NA,"Bayesian (Pooled)"
"25636",1000001,0.000489268528536724,17182.9948051948,9,"Bayesian",NA,"Bayesian (Pooled)"
"1",1,0.0248075198976712,8936,100,"Consensus",1,"Consensus (1, 1)"
"2",10,0.0116396988801676,10902,100,"Consensus",1,"Consensus (10, 1)"
"3",100,0.00383435594059932,19564,100,"Consensus",1,"Consensus (100, 1)"
"4",1000,0.0624145912042334,11122,100,"Consensus",1,"Consensus (1000, 1)"
"5",10000,0.00263415543848199,15118,100,"Consensus",1,"Consensus (10000, 1)"
"6",1,0.0137294717558805,8687.6,100,"Consensus",10,"Consensus (1, 10)"
"7",10,0.0117056585361147,9727.4,100,"Consensus",10,"Consensus (10, 10)"
"8",100,0.00335006537590571,16465.8,100,"Consensus",10,"Consensus (100, 10)"
"9",1000,0.0053930964245215,16032.4,100,"Consensus",10,"Consensus (1000, 10)"
"10",10000,0.000579291862287556,15445.6,100,"Consensus",10,"Consensus (10000, 10)"
"11",1,0.0420184279809471,8695.6,100,"Consensus",30,"Consensus (1, 30)"
"12",10,0.0319201703441996,9865.53333333333,100,"Consensus",30,"Consensus (10, 30)"
"13",100,0.00186814225089372,15491.2666666667,100,"Consensus",30,"Consensus (100, 30)"
"14",1000,0.00209674261886531,16339.4,100,"Consensus",30,"Consensus (1000, 30)"
"15",10000,-0.00026134405592039,16758.2,100,"Consensus",30,"Consensus (10000, 30)"
"16",1,0.0477690455239434,8712.56,100,"Consensus",50,"Consensus (1, 50)"
"17",10,0.0411476015732862,9993.2,100,"Consensus",50,"Consensus (10, 50)"
"18",100,0.000490639276159592,15288.08,100,"Consensus",50,"Consensus (100, 50)"
"19",1000,0.00394684344538648,16358.36,100,"Consensus",50,"Consensus (1000, 50)"
"20",10000,0.00214928939048338,16471.44,100,"Consensus",50,"Consensus (10000, 50)"
"21",1,0.0424797022727009,8696,100,"Consensus",100,"Consensus (1, 100)"
"22",10,0.0473069493395601,9880.18,100,"Consensus",100,"Consensus (10, 100)"
"23",100,0.00225572271665106,15175.6,100,"Consensus",100,"Consensus (100, 100)"
"24",1000,0.00204018728090417,16657.7,100,"Consensus",100,"Consensus (1000, 100)"
"25",10000,0.00295508142523428,16576.22,100,"Consensus",100,"Consensus (10000, 100)"
"26",1,0.0465355386578747,8670,10,"Consensus",1,"Consensus (1, 1)"
"27",10,0.0459193441981557,9528,10,"Consensus",1,"Consensus (10, 1)"
"28",100,0.0349578890289518,10388,10,"Consensus",1,"Consensus (100, 1)"
"29",1000,0.0381825478146313,10492,10,"Consensus",1,"Consensus (1000, 1)"
"30",10000,0.00427043393254222,13106,10,"Consensus",1,"Consensus (10000, 1)"
"31",1,0.0288206332775964,8620,10,"Consensus",10,"Consensus (1, 10)"
"32",10,0.0331432801622097,9679.8,10,"Consensus",10,"Consensus (10, 10)"
"33",100,0.0674748701953024,11609,10,"Consensus",10,"Consensus (100, 10)"
"34",1000,0.0416717523337109,12317.8,10,"Consensus",10,"Consensus (1000, 10)"
"35",10000,0.0589005658536803,12446.6,10,"Consensus",10,"Consensus (10000, 10)"
"36",1,0.0356488334390639,8642.8,10,"Consensus",30,"Consensus (1, 30)"
"37",10,0.0630824848488337,9597.66666666667,10,"Consensus",30,"Consensus (10, 30)"
"38",100,0.0295951560630386,12492.3333333333,10,"Consensus",30,"Consensus (100, 30)"
"39",1000,0.00822932858027814,12526.0666666667,10,"Consensus",30,"Consensus (1000, 30)"
"40",10000,0.0321437094110362,12288.1333333333,10,"Consensus",30,"Consensus (10000, 30)"
"41",1,0.055301885270506,8629.2,10,"Consensus",50,"Consensus (1, 50)"
"42",10,0.0702472476582025,9486.12,10,"Consensus",50,"Consensus (10, 50)"
"43",100,0.0440436847137604,12011.04,10,"Consensus",50,"Consensus (100, 50)"
"44",1000,0.00827734412579152,12743.8,10,"Consensus",50,"Consensus (1000, 50)"
"45",10000,0.0418784316374801,12288.08,10,"Consensus",50,"Consensus (10000, 50)"
"46",1,0.0625289191926653,8643.52,10,"Consensus",100,"Consensus (1, 100)"
"47",10,0.091786228446751,9556.98,10,"Consensus",100,"Consensus (10, 100)"
"48",100,0.0354056224380486,12023.52,10,"Consensus",100,"Consensus (100, 100)"
"49",1000,0.0429569753639742,12636.46,10,"Consensus",100,"Consensus (1000, 100)"
"50",10000,0.0309406471062527,12456.52,10,"Consensus",100,"Consensus (10000, 100)"
"51",1,0.0139434670170531,8888,11,"Consensus",1,"Consensus (1, 1)"
"52",10,0.0200338417556775,10778,11,"Consensus",1,"Consensus (10, 1)"
"53",100,0.00635589880448877,15406,11,"Consensus",1,"Consensus (100, 1)"
"54",1000,0.0319502262161661,11888,11,"Consensus",1,"Consensus (1000, 1)"
"55",10000,0.0215525478376646,18740,11,"Consensus",1,"Consensus (10000, 1)"
"56",1,0.028080666972481,8840.2,11,"Consensus",10,"Consensus (1, 10)"
"57",10,0.0494242376142809,10452.2,11,"Consensus",10,"Consensus (10, 10)"
"58",100,0.0243783458985613,15431.8,11,"Consensus",10,"Consensus (100, 10)"
"59",1000,0.0166341996776912,15446.4,11,"Consensus",10,"Consensus (1000, 10)"
"60",10000,0.0100222362219893,16660.6,11,"Consensus",10,"Consensus (10000, 10)"
"61",1,0.0565320335046368,8808.26666666667,11,"Consensus",30,"Consensus (1, 30)"
"62",10,0.0642308820677224,10125.8666666667,11,"Consensus",30,"Consensus (10, 30)"
"63",100,0.0122641183064083,15041.8,11,"Consensus",30,"Consensus (100, 30)"
"64",1000,0.0180243529468016,15975.4,11,"Consensus",30,"Consensus (1000, 30)"
"65",10000,0.0180680193436088,16716.5333333333,11,"Consensus",30,"Consensus (10000, 30)"
"66",1,0.0431759326478205,8832.64,11,"Consensus",50,"Consensus (1, 50)"
"67",10,0.0288900684233135,10236.36,11,"Consensus",50,"Consensus (10, 50)"
"68",100,0.0307557070909961,15124.04,11,"Consensus",50,"Consensus (100, 50)"
"69",1000,0.0183600017239438,15999.44,11,"Consensus",50,"Consensus (1000, 50)"
"70",10000,0.0189059922759777,16396.16,11,"Consensus",50,"Consensus (10000, 50)"
"71",1,0.0557985608210846,8837.06,11,"Consensus",100,"Consensus (1, 100)"
"72",10,0.0407677856659788,10100.74,11,"Consensus",100,"Consensus (10, 100)"
"73",100,0.0132228714219207,15656.7,11,"Consensus",100,"Consensus (100, 100)"
"74",1000,0.0211926628868338,16098.22,11,"Consensus",100,"Consensus (1000, 100)"
"75",10000,0.0194106923492502,16630.56,11,"Consensus",100,"Consensus (10000, 100)"
"76",1,0.0149570284062913,8752,12,"Consensus",1,"Consensus (1, 1)"
"77",10,0.0417819889269498,9448,12,"Consensus",1,"Consensus (10, 1)"
"78",100,0.0194628899621794,10768,12,"Consensus",1,"Consensus (100, 1)"
"79",1000,0.0198068047197942,15246,12,"Consensus",1,"Consensus (1000, 1)"
"80",10000,0.0337902946735167,12392,12,"Consensus",1,"Consensus (10000, 1)"
"81",1,0.0175206058988496,8579.6,12,"Consensus",10,"Consensus (1, 10)"
"82",10,0.0610406917641175,9451.4,12,"Consensus",10,"Consensus (10, 10)"
"83",100,0.00657173859435737,13551.8,12,"Consensus",10,"Consensus (100, 10)"
"84",1000,0.00125794590939513,16401.2,12,"Consensus",10,"Consensus (1000, 10)"
"85",10000,0.00590154606854429,16494,12,"Consensus",10,"Consensus (10000, 10)"
